Country,Topic,Learners' Prof.,Editor,Tokens,A (Added),D (Deleted),A+D,Tokens.1,Content (/12),Organization (/12),Vocabulary (/12),Language Use (/12),Mechanics (/12),Total 1 (%),Total 2 (Weighted %),Code,Sex,Age,Grade/Degree,Major,Acad. Genre,Prof. Test,Score,Vocab Size Test,CEFR,INTM,INSM,INTM+INSM,INTM-INSM,Primary,Secondary,College,Inschool,Outschool,Listening,Reading,Speaking,Writing,NS,Pronunciation,Presentation,EssayW,essay
KOR,SMK,B1_1,NH,209,49,28,77,214,8,8,7,7,7,61.7,59.6,W_KOR_014,F,26,3.0,Military,Sciences & Technology,,,31,B1_1,6.0,5.83,11.83,0.17,6.0,4.38,5.5,4.78,5.33,5.5,6.0,4.25,4.0,6.0,5.0,6.0,6.0,"In front of each building, so many people smoke cigarettes. Some people say that when they smoke cigarettes they feel free and can rest easily between work times. However, I think it's not a suitable way to behave. No matter how they feel, it's a really harmful way to act for everybody, including non-smokers. So, I want to insist that we should prohibit smoking cigarettes for several reasons. First, if someone smoke cigarettes next to others, the bystanders couldn't avoid the potential dangers. We always advise smokers that their children and family could face a potentially harmful situation; their family could have lung cancer, and could get some respiratory disease. For their own family, smokers always think of smoking cigarettes. Second, when someone smokes cigarettes, they can't easily stop smoking because of their addiction. According to several pieces of research, when smokers stop smoking, their hands may shake or they may gain weight suddenly. If they continue to smoke cigarettes, they would be more likely to get mental and physical disease compared to non-smokers. I totally agree that the government should make cigarette prices higher. If it spontaneously makes smokers decrease their intake, the cigarette market will have to get more tax and fix product prices higher."
KOR,SMK,B1_1,NH,178,13,15,28,183,11,12,10,9,9,85.0,82.9,W_KOR_015,F,20,1.0,Military,Sciences & Technology,,,34,B1_1,2.67,2.33,5.0,0.34,3.0,3.5,3.0,3.22,3.22,3.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,"Some people think that ban on smoking at all restaurants is bad. But I think smoking should be completely banned at all the restaurants in the country. There are some reasons why I think so: other people's health, bad smell and clear environment of restaurants. First of all, other people's health is very important. If people smoke at restaurants, other people's health can be bad. Especially, if there are pregnant women, the elderly and babies present, it can be very harmful to them. Second, people get angry if they smell bad smoke. Cigarettes smell very bad and it can make people feel unpleasant. The people have a right to enjoy good smells at a restaurant. Third, if heavy smokers smoke at restaurants, the restaurants' environment can become dirty. The tobacco smoke can go into the food and the remains of cigarettes can go into the food. Also, the restaurants' furniture will be dirty because of cigarettes. So, because of these three reasons, I strongly agree that smoking should be completely banned at all the restaurants in the country."
KOR,SMK,B1_1,NH,213,68,50,118,200,6,5,6,6,6,48.3,45.8,W_KOR_017,M,25,4.0,Military,Sciences & Technology,TOEIC,610,41,B1_1,4.5,5.17,9.67,-0.67,2.0,3.88,4.38,4.44,3.33,4.5,4.5,3.75,3.75,3.0,2.0,2.0,2.0,"Cigarette is made of hazardous materials to be used by people. The composition of a cigarette includes a filter and manufactured tobacco. When they are smoked, many hazardous materials appear in the smoke, but the Filter gets rid of toxic material and it gives smokers  less toxic smoke. The toxic materials in cigarette smoke have lots of kinds, e.g., nicotine, tar, CO, etc. They cause critical damage to the human body. The lungs, in particular, are damaged by smoke. If humans smoke cigarettes, the smoke get into the lungs and causes cancer. But this danger is greater for non-smokers than for smokers, because non-smokers inhale the toxic materials without a filter. For this reason, smoking has a bad effect for non-smokers. Many people who divide into non-smokers or smokers are gathered in restaurants and public places in the country. At the restricted place, non-smokers will inhale toxic material against their wishes. So, the action of smoking in restaurants or public places has bad effects for non-smokers. They are exposed to a greater death rate than smokers for passive smoking. In conclusion, because of this dangerous effect, smoking - which damages our health - should be restricted for the health of non-smokers at restaurants and in public places."
KOR,SMK,B2_0,NH,223,42,30,72,220,6,6,7,7,8,56.7,51.7,W_KOR_020,M,23,1.0,Military,Sciences & Technology,TOEIC,805,32,B2_0,5.33,4.0,9.33,1.33,4.5,4.25,3.38,3.22,4.56,5.25,4.0,3.25,2.75,6.0,6.0,6.0,6.0,"Smoking has always been an issue in our society - inflation of cigarettes, smoking areas, secondhand smoke, etc. All over the world people seem to be quitting smoking. One of the ways this has happened is increasing the cost of cigarettes. In South Korea this issue has been talked about a lot, but does not seem to be working. Recently the cost of Dunhill brand cigarettes has been raised to reduce the rate of smoking, but people who smoked Dunhills changed their brand to a cheaper brand. Secondly, smoking areas are not appointed well, which causes people to smoke in bus stops, inside buildings, and in public areas. In Canada, it is illegal to smoke inside buildings and in public areas. This should be put into action in Korea. And the last issue is secondhand smoking. This issue is related to the smoking area issue. I guess most people know that secondhand smoking is worse than smoking, and secondhand smoking can cause cancer and skin disease. A person I knew from my youth was healthy but she died from lung cancer from secondhand smoking; her husband was a chain smoker. I do not smoke in public areas because I know secondhand smoke is bad and I do not like the way the people see me. Smoking has always been an issue in our society."
KOR,SMK,A2_0,NH,202,17,16,33,203,6,6,7,7,8,56.7,51.7,W_KOR_021,M,20,1.0,Military,Sciences & Technology,TOEIC,420,32,A2_0,4.5,4.67,9.17,-0.17,4.5,3.25,4.38,4.11,3.67,3.5,3.75,4.5,3.5,4.0,4.0,5.0,4.0,"Nowadays, many people smoke cigarettes. But most of the smokers are high school students. Smoking is really harmful for teenagers and adults. Cigarettes are bad for your health and are not good mentally. Cigarettes are the cause of various illnesses such as cancers and impotence, and cigarettes smokers know this already. And cigarette smokers give a negative sight. But smoking is not only bad for you. Cigarette smokers can derive joy from it and give a benefit to the nation because the price of the cigarettes includes state tax. And cigarettes also become a favorite food for the smokers. You can choose to smoke if you want. I think to say STOP SMOKING is not a good idea. If the smoker does not give damage for another people, I think we need not to say things like that. We can make a lot of smoking area for the smokers and the non-smokers. I smoke cigarettes too, but my father said it will be good for me to quit smoking cigarettes. I am considering quitting cigarettes. I think if I quit, I can save my money and my health. Thank you for reading my essay and I will study hard in English."
KOR,SMK,B1_1,NH,167,22,17,39,212,9,8,9,8,9,71.7,67.9,W_KOR_022,F,21,2.0,Military,Sciences & Technology,,,28,B1_1,4.33,5.5,9.83,-1.17,2.0,2.5,2.75,3.0,2.11,2.0,3.25,3.25,2.0,3.0,2.0,3.0,1.0,"I think we should ban smoking in public places completely because cigarettes are harmful to the body. The reason is that the diseases related to the smoking can be prevented and fire hazards can be reduced. Above all, making a rule that restricts smoking in public areas plays an important role in preventing smoking-related diseases. This is because there are all kinds of carcinogens in cigarette smoke. The smoke is full of harmful components that can cause cancer, asthma, or other fatal diseases that can affect not only the smokers themselves but also non-smokers around them. Thus, by banning smoking in public places, we can reduce the risk of getting smoke-related diseases. Moreover, preventing smoking in public areas can contribute to decreasing fire danger. Cigarette butts that are thrown away without being fully extinguished can cause irreversible disasters like mountain fires. I have to consider everyone in the world for their families and their health. Also, a strong anti-smoking law should be introduced."
KOR,SMK,B1_1,NH,209,17,14,31,208,11,11,10,10,9,85.0,82.9,W_KOR_023,F,23,4.0,Military,Sciences & Technology,TOEIC,620,28,B1_1,3.83,5.17,9.0,-1.34,2.0,2.63,4.25,3.67,2.89,4.0,3.5,2.25,4.0,3.0,3.0,3.0,2.0,"I don't support smoking in restaurants. The biggest reason is that it is harmful for our health. It causes a lot of diseases such as lung, throat, and mouth cancers, premature births, sterility and early menopause, and it makes one look older. Scientific studies show that addicted smokers' skin will be grey in color, thick, and wrinkled. In addition, the smokers can also harm the health of the other non-smokers with their cigarette smoke. Although a person likes smoking, other people do not want to breathe their smoke and get second-hand smoke diseases. In restaurants, people are eating something. During a meal, it is easy to breathe in second-hand smoke. In this case, second-hand smoke will be more than normal situation. Therefore, nowadays many countries have tried to make a law that smoking in restaurants is illegal. By prohibiting smoking in restaurants, we may be saving the lives of hundreds of people, including your own as well as your family's. If a survey was taken asking people how often they deliberately put the lives of their friends and family at risk, it's a pretty safe bet that most people would say never. However, they may be forced to reconsider their answer with regard to smoking."
KOR,SMK,B1_2,NH,207,31,23,54,200,12,11,9,9,8,81.7,81.7,W_KOR_024,M,20,2.0,Business,Social Sciences,TOEIC,780,42,B1_2,4.33,5.33,9.66,-1.0,3.0,3.25,3.13,3.11,3.22,3.25,3.75,2.25,3.5,3.0,3.0,2.0,3.0,"I agree. First, smoking can threaten the health. As a report states, a cigarette contains more than thousands of  different toxic or poisonous chemicals such as nicotine and carbon dioxide. These chemical ingredients threaten the health, especially that of the lungs. Smoking causes not only smokers but also non-smokers to die. According to a survey, more than 50,000 Americans die from second hand smoke (SHS) every year. Of those, thousands of American non-smokers die from lung cancer. Like this, not only smokers but also SHS could cause lung cancer. Therefore, smoking in public should be prohibited. Second, smoking can make public spaces, especially the university campus, unpleasant environments. A poisonous gas and the harmful content of e cigarettes can pollute the air of public spaces. The campus space must be a safe and pleasant environment for faculty, staff and students. Smoking on campus in public space plays a role in creating an unpleasant environment. According to a survey at Utah State University, about 80% of students would support a policy making the campus completely smoke-free. Smoke in the air pollutes the clean air of campus which is made by trees, and the students find this unpleasant. Smoking in public spaces, especially on campus, should be prohibited."
KOR,SMK,A2_0,NH,199,25,24,49,214,9,8,8,8,8,68.3,65.8,W_KOR_026,M,24,2.0,Military,Sciences & Technology,TOEIC,520,45,A2_0,3.67,5.0,8.67,-1.33,5.5,3.13,5.0,4.22,4.22,4.25,4.5,4.0,3.5,3.0,3.0,3.0,3.0,"I think that smoking must be banned at all the restaurants in the country because tobacco is very injurious to people. In restaurants, people eat food so many people do not like smoking. Moreover, the cleanliness of food is very important to people. In addition, passive smoking causes harm to other people. I want to say three reasons that smoking must be banned at all the restaurants in the country. First, when eating food, people do not like smoking in the restaurant because foods have their own taste and smell. In addition, smell of cigarettes is disturbing to other people. Next, cleanliness of food is very important. Food should always be clean and fresh. Therefore, the taste of the food will be delicious. However, if the neighboring table is smoking, we will think that is annoying and eat out in the restaurant. Last, passive smoking causes damage to other people. Passive smoking is very injurious to people, and its effect are worse than direct smoking.  Eventually, the damage caused by smoking should be banned at all the restaurants in the country. Also, we must try to do not smoke in restaurants and should try to be considerate of others."
KOR,SMK,B1_2,NH,199,11,9,20,201,10,10,11,9,10,83.3,79.2,W_KOR_030,F,20,2.0,Military,Sciences & Technology,,,43,B1_2,5.5,5.0,10.5,0.5,4.5,6.0,3.75,5.44,4.22,5.25,5.0,4.75,4.5,6.0,6.0,6.0,6.0,"I agree that smoking should be completely banned at all the restaurants in the country. Ultimately, restaurants are places to offer food. They need to supply fresh food and clean rooms to customers. Of course, people who visit a restaurant want to have dishes in pleasant surroundings. Imagine, when you are eating a delicious meal at a restaurant, smokers are smoking at the next table. Smoke is getting to spread in the air. You should be upset and lose your appetite. It is absolutely bad behavior to smoke in most of places where many people visit. A person who smokes in these areas lacks consideration for others and has no manners. They must know their fault and correct their error. A mature sense of citizenship helps to grow a country. However, it is better to prepare smoking sections for smokers in a lot of restaurant because smokers have a right to have their liberty and personality respected. If smoking is prohibited in restaurants by the law, lots of smokers cannot obediently accept that. Anyway, I am sure that it is a serious social problem. We have to find out the best policy to satisfy both non-smokers and smokers."
KOR,SMK,A2_0,NH,205,42,37,79,207,6,4,8,8,9,58.3,52.1,W_KOR_031,F,21,2.0,English,Humanities,TOEIC,480,38,A2_0,4.83,4.0,8.83,0.83,5.0,2.75,3.63,3.56,3.22,3.25,3.0,2.75,3.75,3.0,4.0,3.0,3.0,"I think cigarettes are the worst item in every situation. First, smoking does not look good. A person who is smoking looks like a gangster. Second, cigarettes are not healthy. But if a smoker is smoking I can't scold him only for smoking, because smoking is just his choice. Third, smoking on the road is very important. I have been this situation before. When a smoker is smoking while walking I was behind him. It was disgusting because he blew his cigarette smoke right toward me. In fact, I had never thought about smoking on the road before I went through this situation. But my mind has changed. The smokers who smoke on the road are very rude persons. But now I think just smoking is not right. Surely, if someone is smoking then another person suffers harm. So I can scold them because I am harmed by them. In accordance with these contents, I think all places must have a space for smokers only. Restaurants are not an exception. Besides, a restaurant is a place to eat, but if someone is smoking other people get displeased. So all smokers should be smoking in their place so as not to cause harm to other nonsmokers."
KOR,SMK,B1_2,NH,197,24,14,38,206,11,11,12,10,10,90.0,86.7,W_KOR_032,M,24,2.0,English,Humanities,,,45,B1_2,5.0,5.17,10.17,-0.17,3.5,3.25,3.5,3.78,3.0,3.5,3.5,3.25,3.25,2.0,3.0,3.0,3.0,"A lot of people smoke cigarettes everywhere to reduce stress. Of course, it seems to relieve their mind to smoke cigarettes. However, I disagree that smokers may smoke in public places as well as the entire restaurant. I think that smoking should be completely banned at public place in this country. There are some reasons supporting my idea. First, passive smokers are more likely to get cancer compared with non-smokers and smokers. According to a WHO report, passive smokers are always exposed to fatal disease like cancer and they are at risk of getting cancer three times to four times compared with non-smokers and smokers. Second, to smoke cigarettes costs a lot of social expense. The survey of the Ministry of Health and Welfare shows that smoking areas are the most expensive to clean because of time and employees. Third, smoking can cause dangerous accidents like fires. According to the National Emergency Management Agency, fires in restaurants have been caused by carelessly thrown away cigarette butts. As a result, many people are injured by this situation. For these reasons, I absolutely assert that smoking should be banned all places except smoking areas in the country."
KOR,SMK,B1_2,NH,204,12,8,20,202,11,10,9,8,9,78.3,76.3,W_KOR_035,F,23,4.0,English,Humanities,,,36,B1_2,4.67,6.0,10.67,-1.33,3.0,3.5,3.63,3.44,3.56,3.25,4.75,2.5,3.75,4.0,4.0,3.0,1.0,"I totally agree with the idea of Topic B (Smoking should be completely banned at all the restaurants in the country.) Let's see some reasons. First of all, there are lots of people who don't like the smell of smoking. For example, a month ago, I went to a restaurant near a mountain. On one hand, I liked the place because of the air around it; on the other hand, I saw a person who was smoking in the restaurant, and that makes me feel uncomfortable. I really hate the smell of smoking and when I smell it, I get a headache, so it was terrible dinner due to that person. Secondly, secondhand smoking is fatal for people's health. As you know, secondhand smoking is much worse than smoking. Therefore, smoking in public place affects other people who are in public place as well as the smoker Thirdly, there is a possibility of a fire. In this case, many people who are in the public place are going to die. Fourthly, smoking in public places makes young people or children have curiosity about it or makes them want to smoke. That's why smoking should be completely banned at all the restaurants in the country."
KOR,SMK,B1_2,NH,217,61,46,107,212,8,10,6,7,7,63.3,61.3,W_KOR_037,M,20,1.0,English,Humanities,,,40,B1_2,4.67,5.33,10.0,-0.66,2.0,4.5,4.75,4.67,4.0,4.25,5.25,3.5,5.5,5.0,5.0,4.0,2.0,"I agree that smoking should be completely banned at all the restaurants in the country. I think most people agree, too. Restaurants are public places, not private places. I don't think smoking is bad; smoking in restaurants is bad. Non-smokers are harmed by smokers because of secondhand smoking. I have seen that secondhand smoking is more harmful than smoking in the news. Smoking in restaurants exposes other people to disease. The target could be your own family. Imagine one case; today is a family dinner. Your son sits next to you. You start smoking, and your son breathes your smoke. Your son is non-smoker. What does your son think about you? Maybe he feels shame, because he has a conscience. He thinks your smoking in restaurants is wrong. Don't you agree? Everyone knows smoking in restaurants is not good - child, adult, teenager, or elderly. You must mostly think about people's health. Don't smoke in restaurants only for your pleasure. If you want to smoke during a meal, then go outside and smoke; that is manners. Nowadays almost all restaurants have a smoking room. Your few steps will be other persons' happiness. For most persons' happiness, smoking in restaurants should be banned and smokers must observe this law. That's a win-win strategy for both sides."
KOR,SMK,B2_0,NH,248,28,19,47,241,3,1,9,8,8,48.3,40.8,W_KOR_056,F,23,4.0,English,Humanities,TOEIC,865,37,B2_0,4.83,5.33,10.16,-0.5,3.5,2.75,2.5,3.0,2.44,3.0,3.0,2.25,2.25,5.0,4.0,3.0,3.0,"""No smoking"". This is a sign that we can see everywhere. Ironically, we can also see many people smoking freely. Definitely, smoking is the issue in our country and the world. These days many countries ban smoking in official places and in other places. In Korea, we also ban smoking in many places, but I think smokers don't care about this rule. I really don't like the smell of smoking, so if someone smokes in the street my face is going to be frowning. I insist that we should make some rules like smokers have to smoke in restricted areas. It is a very great idea, I think. Many non-smokers are bothered because of smoking. It is very harmful to people's health and to our habitat. Cigarettes contain very toxic material, so people can't quit easily. I think that cigarette companies should increase cigarette prices, and then many people can quit their smoking habit more easily. It is a good idea that advertisers make many ads about not smoking. I hope many smokers can quit their smoking habit so other people can be safe everywhere and all the time. I don't know well how hard it is for smokers to quit smoking because I'm not a smoker. Although it is very hard to quit smoking, you should quit as soon as possible for your health. Maybe you can ask a doctor how to quit your smoking habit if you really want to quit your smoking habit."
KOR,SMK,B2_0,NH,227,49,39,88,231,9,7,5,6,6,55.0,55.0,W_KOR_057,M,26,3.0,Business,Social Sciences,TOEIC,790,42,B2_0,2.83,2.83,5.66,0.0,3.5,3.0,3.38,3.22,3.22,3.75,3.25,3.0,2.75,3.0,3.0,3.0,3.0,"I agree with the statement. According to the news on the Korean TV, smokers cannot smoke in public areas from 2013. I have four reasons for supporting the statement. First of all, if smokers smoke in restaurants, they influence other customers. Suppose other customers in the restaurant eating some food and smokers are smoking next to their table. The customers really do not like smell and it is disgusting. I think it is not good smoking in public areas. Second, smoking is not good for our health. According to a newspaper I saw, smoking damages smokers' lungs and they cannot live as long as non-smokers. Smoking take a toll on the lungs and prompts cancer of the lungs and lots of other disease. Third, if smokers are smoking in restaurants, other non-smokers are damaged from smokers. I am referring to second-hand smoking. I read some result of the second-hand smoking. It said that non-smokers are damaged if they smell tobacco. I was surprised about that result. The last reason not to allow smoking in restaurants is I think the most important thing in a restaurant is cleanliness. If smokers are smoking in the restaurant, lots of places in the store are dirtier than in a non-smoking restaurant because smoking makes the place dirty. Finally, I think smoking must be banned in restaurants."
KOR,SMK,B2_0,NH,241,21,17,38,242,3,10,12,11,11,78.3,67.1,W_KOR_075,M,20,1.0,English,Humanities,TEPS,710,38,B2_0,4.0,4.67,8.67,-0.67,4.5,4.38,4.38,4.11,4.67,5.0,4.0,5.25,3.25,6.0,6.0,6.0,5.0,"Smoking is causing a lot of problems presently for students and adults. I bet our country is one of the places where people smoke the most. Honestly, I don't care whether they smoke or not. But students smoking? That's totally wrong. They're destroying their bodies completely before they even fully become an adult. They probably smoke because they think it makes them look cool. Yes, that is true, it does make someone who's smoking look cool. But is looking cool to other people worth more than their own health? Lots of people regret smoking when they get cancer or they make a hole through their neck. Before then, they can never realize how serious this is. Since smoking started to look cool, it's giving a really bad influence to little kids. For example, I saw kindergarten children smoking, not outside, but on the internet. They were spitting saliva out of their mouths. That's not what kids should do. If the government wanted people to make them stop smoking, why didn't they raise the price of the cigarette up to a hundred dollars? Who would dare to buy that? That would really help stop smoking. But then again, cigarettes bring a lot of profit to our land. It cigarettes become illegal to sell, our country will suffer damage in the financial losses. I guess we can't make those people who smoke stop smoking. I just hope it doesn't get worse than this."
KOR,SMK,B2_0,NH,203,8,7,15,200,10,9,8,8,9,73.3,70.4,W_KOR_079,M,29,4.0,Trade,Social Sciences,TOEIC,835,38,B2_0,5.83,5.67,11.5,0.16,1.0,1.0,4.0,2.33,2.33,2.5,2.5,2.5,2.5,6.0,6.0,6.0,6.0,"I think smoking should be banned in public places like restaurants, because it causes more than 1000 deaths from lung cancer. Second hand smoke affects pregnant women, children and elderly people more. Smoking is also setting bad examples for teens and young adults. Also, scientists agree that smoking is dangerous. Tobacco smoke can cause cancer, strokes and heart disease. Smoking does not just harm the smoker; it also harms people nearby who breathe in the smoke. This is called passive smoking. Smokers choose to smoke, but people nearby do not choose to smoke passively. People should only be exposed to harm if they understand the risks and choose to accept them. A complete ban on smoking in public is needed to protect people from passive smoking. Society accepts that adults can decide to harm themselves to some extent, so long as they do not harm others. This is why the proposition is not arguing that people should be banned from smoking in private. Passive smokers do not choose to breathe in other people's smoke. If they do not want to smoke passively, they do not need to go to places where smoking is allowed. There is therefore no reason to ban smoking in public."
KOR,SMK,B2_0,NH,210,21,12,33,202,7,5,7,8,8,58.3,54.2,W_KOR_095,M,26,4.0,Business,Social Sciences,TOEIC,830,47,B2_0,4.33,5.33,9.66,-1.0,1.0,2.0,5.38,3.56,3.22,4.5,4.5,3.25,2.5,6.0,6.0,3.0,1.0,"You are right. I agree with the topic. Smoking is terrible, awful and very bad. Smoking must be banned, not only in restaurants but also in any public places! But I think smoking has been banned at a restaurant already. Hasn't it? Imagine you eat at a restaurant and someone smokes next to you. I wouldn't eat anything if I were you. You lose both money and health if you smoke. Eventually, you pay for disease. What a silly idea! I work out, so I've never smoked and I don't even drink. But my father has smoked for over 20 years. I worry about his health. Smoking can also ruin families. Parents need to stop smoking for their children. Last week I saw something about smoking in a newspaper. The government said that now it's illegal to smoke on a road or a square. I love that. I am done talking about smoking. What else I can say is smoking is worse for other people than it is for the smoker! In addition, smoking makes people stink. Who would want to hang out with a smelly person? Right? Ok I need thirty more words. I hate to tell someone to stop smoking. So smokers need to stop smoking. Let's quit smoking!"
KOR,SMK,B2_0,NH,206,50,39,89,200,3,7,6,5,6,45.0,40.0,W_KOR_114,F,23,3.0,Education,Humanities,TOEIC,805,33,B2_0,5.5,5.0,10.5,0.5,1.0,1.25,3.63,2.78,1.78,2.25,2.75,2.25,2.5,6.0,5.0,3.0,1.0,"In my childhood, my father always smoked near me. I thought that smoking was not a bad thing, but in middle school I saw a video that showed that smoking is so bad for people's bodies. I realized that smoking is a very bad thing. I do not smoke, but I am sure that my body is so bad. Because of my father, I experienced secondhand smoking. I don't care about people smoking, but smokers must not smoke near non-smokers. When I wait for a bus at the bus stop, I smell smokers' smoke. It is so bad, smoking near non-smokers. Sometimes, I went to restaurants, cafes and campus. I think that smoking is an unpleasant thing. The government must make non-smoking areas and introduce a smoking penalty system. When I am an adult, I will ban smoking for my children, because it is so bad for a mom with a baby. Smoking is also banned in playgrounds and kindergarten. This gives health benefits. I saw on television that a famous comedian died because of smoking. I was so scared when I saw his death. When I go to a computer fee room, I always feel smoking smell. Smoking should be removed forever."
KOR,SMK,B2_0,NH,304,43,33,76,297,3,8,6,6,6,48.3,43.3,W_KOR_116,M,26,4.0,Education,Humanities,TOEIC,800,45,B2_0,4.83,4.5,9.33,0.33,3.5,3.25,5.0,4.22,3.89,4.0,4.25,4.25,4.0,3.0,4.0,4.0,4.0,"Nobody thinks that smoking is healthy, but there are some people who don't want to quit smoking. They usually smoke everywhere; they even smoke in public places. I think they are addicted. If it makes people feel uncomfortable, smokers should be banned from smoking in public places. As you know, smoking causes so many disease, like lung cancer, tuberculosis, other cancers, etc. Its effects are not limited to smokers, but non-smokers are exposed to second hand smoke, too. Here is reason that why smoking should be banned in public places. First, it causes much disease. If it is banned to smoke in public place, it could reduce the smoking rate. As a result, many people could be healthier. It is very easy for second hand smoke to get a disease from second hand smoking. So I think it should be banned to smoke in public places. Second, if it is banned, it could make for cleaner streets. Usually people who smoke throw away butts on the street. Even though there are so many smoking stands, they don't use them, as if it is very natural act. But I think if it were banned, they couldn't throw away a cigarette. So it would make street clean. Third, if it is banned, it could prevent a big fire. Sometimes the cigarette you threw away could make a big fire. Of course, there are fires of other origins, but I think if you don't smoke in public places it also could reduce the fire rate. Thus I think smoking in public place should be banned by government. If this does not happen, it could make people get diseases, it could make streets unclean and uncomfortable, and it could also make a big fire. So I believe that it should be banned to smoke in public places."
KOR,SMK,A2_0,MH,211,42,27,69,209,8,8,8,7,7,63.3,61.3,W_KOR_178,F,22,3.0,Education,Humanities,TOEIC,480,36,A2_0,4.0,5.33,9.33,-1.33,3.0,2.25,4.25,3.89,2.56,3.75,3.75,2.75,2.75,5.0,4.0,4.0,4.0,"I think smoking should be completely banned at all the restaurants in the world. As someone who hates smoking, smoking should be banned in all public places as well as in the restaurants in the world. Today, a lot of countries have banned smoking in public places, but still a lot of countries haven't banned smoking in public places. I will state reasons why we should ban smoking in restaurants and public places. I have three reasons. First, smoking damages other people. Smoking is a personal freedom, but smoking in restaurants interferes with the freedom of others. Second, smoking is bad for children's education and health. A lot of different people come to restaurants. There are men, women, and children. When a child comes to the restaurant, if the guest sitting next to the child smokes, it is bad for the child's health and education. Finally, other guests receive unpleasant feelings from smoking, especially in restaurants. They eat delicious food, but smell bad smoke. They do not like the smell. Also, they want to get the natural taste of the food. If mixed together with smoke, they can't get the natural taste of the food. For these reasons, I think smoking should be banned at all the restaurants in the world."
KOR,SMK,A2_0,MH,210,50,37,87,205,8,8,8,6,7,61.7,59.6,W_KOR_193,M,23,4.0,English,Humanities,TOEIC,400,26,A2_0,5.67,4.5,10.17,1.17,1.0,3.0,2.75,2.78,2.56,5.0,3.25,1.25,2.0,1.0,4.0,4.0,3.0,"These days, smoking is banned in most public places and buildings. The problem is that there are smoking areas. They banned smoking, but they have smoking areas, which is ironic. Smoking should be banned in public places. Especially at restaurants. First of all, there are non-smokers. Non-smokers don't want to smell cigarette smoke. They are going to eat lunch or supper, not cigarettes. Even if smokers sit in their area, the smell is there, and I would feel like I was eating disgusted garbage. If you eat dinner with a smoker, it is a disaster. Because of the smoker, you will be in the smoking area. Non-smokers have to smell uncomfortable cigarette smoke. In my case, I really hate breathing another person's smoke. Second, smoking causes toxic diseases. As you know, smoking can cause lung cancer And can damage non-smokers' health more than smokers'. Non-smokers just want to enjoy their dinner, but they also receive a bad gift from smokers. Smoking produces all evil and no good. Some smokers say that if people don't like them to smoke, they can leave, but I think it would be better for them to quit smoking. Cigarettes are a kind of drug. I wish smokers would stop smoking."
KOR,SMK,B1_1,MH,216,27,16,43,211,8,7,8,9,8,66.7,63.3,W_KOR_210,F,23,4.0,Education,Humanities,,,35,B1_1,4.33,5.0,9.33,-0.67,2.0,2.0,2.63,2.44,2.11,2.75,3.0,2.0,1.5,5.0,5.0,1.0,1.0,"Smoking is very harmful to human beings, but there are thousands of people smoking around the world, even though they know smoking is harmful. The most serious problem is that non-smokers are damaged by the second-hand smoke of smokers. Media has emphasized the danger of second-hand smoking. Lately, the notion of third-hand smoke has appeared. I have seen TV programs about third-hand smoke. A father usually smokes outside and washes his hands with soap. He hugs his baby and plays with him or her after smoking and washing his hands. Even though the baby doesn't smell the smoke, dangerous things are found on the skin of the baby. The research shows that the baby has the same amount of dangerous remnants as adult smokers. I was shocked by the results of this research. After I saw this program, I realized that we can't escape from the danger of smoking anywhere. Therefore, I agree that smoking should be completely banned at all the restaurants in the country. Restaurants are public areas where any person can drop by and eat there. In these areas, non-smokers are easily affected by smokers. Smokers have to know the effect of their smoking on others. The government should take action for the health of all citizens."
KOR,SMK,A2_0,MH,202,50,38,88,212,6,6,6,6,6,50.0,47.5,W_KOR_229,F,26,4.0,Design,Humanities,,,23,A2_0,3.5,3.33,6.83,0.17,2.0,2.13,2.38,2.67,1.78,2.75,2.5,1.75,2.0,1.0,1.0,1.0,1.0,"I agree that smoking should be completely banned at all the restaurants in the country. All people can go to the restaurants, and not all people smoke. There are fewer smokers. Therefore, they cannot smoke at any restaurant. For example, one family visits a restaurant. They are a family of four: father, mother, a boy, and a baby girl. There are many smokers, and smokers are near the family. We cannot defend our health, happiness, and freedom. Maybe, the young boy will learn to smoke from the smokers and the baby will breathe air with smoke from smokers. The young boy and baby could be your son or daughter, so it is very dangerous and makes you angry. Next, some countries use fire on tables, such as Korean soup, Japanese soup, and United Kingdom royal dessert. So, today, in restaurants with these foods, we can see fire on the table. If you smoke in this space, your cigarette ember is near gas. We know smoking near fires is very danger. I think if smoking is completely banned at all the restaurants in the country, smokers will never smoke in restaurants, and then all people there would feel happy, healthy, and avoid danger."
