File Name,Country,Topic,Learners' Prof.,Editor,Tokens,A (Added),D (Deleted),A+D,Tokens,Content (/12),Organization (/12),Vocabulary (/12),Language Use (/12),Mechanics (/12),Total 1 (%),Total 2 (Weighted %),Code,Sex,Age,Grade/Degree,Yrs of Stay (< Yrs),Major,Acad. Genre,Prof. Test,Score,Vocab Size Test,CEFR,INTM,INSM,INTM+INSM,INTM-INSM,Primary,Secondary,College,Inschool,Outschool,Listening,Reading,Speaking,Writing,NS,Pronunciation,Presentation,EssayW,,Content,,,,,,,,,,,,,,
W_JPN_SMK0_021_B1_2_EDIT.txt,JPN,SMK,B1_2,NH,217,16,12,28,220,6,6,6,7,7,53.3,49.6,W_JPN_021,F,20,3,N/A,Culture,Humanities,TOEIC,725,25,B1_2,4.5,3.17,7.67,1.33,1,4,3.5,3.33,3.56,4.25,4,3.75,3,4,2,4,3,,,,,,,,,,,,,,,,
W_JPN_SMK0_022_B1_1_EDIT.txt,JPN,SMK,B1_1,NH,199,7,12,19,207,7,7,7,7,9,61.7,56.3,W_JPN_022,M,20,3,N/A,Economics,Social Sciences,TOEIC,625,24,B1_1,3.5,3.83,7.33,-0.33,1,3.75,2.38,3.56,2.11,4.25,3.75,2.25,2,5,1,1,5,,,,,,,,,,,,,,,,
W_JPN_SMK0_023_B2_0_EDIT.txt,JPN,SMK,B2_0,NH,239,25,22,47,238,8,8,7,8,9,66.7,62.1,W_JPN_023,F,20,3,N/A,Culture,Humanities,TOEIC,790,38,B2_0,3,2.83,5.83,0.17,2.5,2.63,3.13,3.11,2.56,3.5,2.5,2.5,3,4,2,5,4,,,,,,,,,,,,,,,,
W_JPN_SMK0_024_B1_1_EDIT.txt,JPN,SMK,B1_1,NH,233,69,41,110,208,6,5,6,6,6,48.3,45.8,W_JPN_024,F,23,6,N/A,International Affairs,Sciences & Technology,TOEIC,640,33,B1_1,5.5,2.33,7.83,3.17,2.5,2.75,5,3.56,3.89,4.5,3.75,3.5,3.75,6,2,2,1,,,,,,,,,,,,,,,,
W_JPN_SMK0_025_B1_2_EDIT.txt,JPN,SMK,B1_2,NH,204,18,13,31,203,7,7,7,7,10,63.3,56.7,W_JPN_025,F,19,2,N/A,Business,Social Sciences,TOEIC,700,27,B1_2,5.17,3.33,8.5,1.84,2,5.13,5.5,5,4.89,5.5,5.75,4.25,5.75,6,6,6,6,,,,,,,,,,,,,,,,
W_JPN_SMK0_026_B1_1_EDIT.txt,JPN,SMK,B1_1,NH,195,27,20,47,205,8,8,8,7,8,65,61.7,W_JPN_026,F,19,2,N/A,Agriculture,Sciences & Technology,TOEIC,665,35,B1_1,4.83,2.67,7.5,2.16,2.5,3,4,4.44,2.33,3.5,3.5,3.5,3.5,4,1,1,1,,,,,,,,,,,,,,,,
W_JPN_SMK0_027_A2_0_EDIT.txt,JPN,SMK,A2_0,NH,208,21,20,41,207,8,8,7,8,8,65,61.7,W_JPN_027,F,19,2,N/A,Human Science,Sciences & Technology,TOEIC,535,31,A2_0,4,3.83,7.83,0.17,2.5,4,4.25,3.89,4,4.25,4.5,3.5,4.25,5,5,3,4,,,,,,,,,,,,,,,,
W_JPN_SMK0_028_A2_0_EDIT.txt,JPN,SMK,A2_0,NH,215,35,35,70,201,6,7,7,7,7,56.7,52.9,W_JPN_028,F,19,2,N/A,Science,Sciences & Technology,TOEIC,395,22,A2_0,4.5,3.5,8,1,1.5,3.63,3.75,4,2.89,3.75,4,3,4,2,4,6,4,,,,,,,,,,,,,,,,
W_JPN_SMK0_029_B1_1_EDIT.txt,JPN,SMK,B1_1,NH,221,19,16,35,221,7,6,7,6,8,56.7,52.5,W_JPN_029,F,19,2,N/A,Economics,Social Sciences,TOEIC,655,33,B1_1,3.83,4.67,8.5,-0.84,3,4.13,3.5,3.89,3.56,4,4,3.5,3.75,4,4,4,2,,,,,,,,,,,,,,,,
W_JPN_SMK0_030_B1_1_EDIT.txt,JPN,SMK,B1_1,NH,200,17,17,34,198,7,7,7,7,8,60,55.8,W_JPN_030,F,19,2,N/A,Culture,Humanities,TOEIC,590,30,B1_1,4.83,5.17,10,-0.34,1.5,3.63,4.5,4.67,2.89,4.25,4.25,4,3.75,6,3,6,5,,,,,,,,,,,,,,,,
W_JPN_SMK0_031_B1_2_EDIT.txt,JPN,SMK,B1_2,NH,226,16,12,28,223,7,8,6,7,8,60,55.8,W_JPN_031,M,19,2,N/A,Culture,Humanities,TOEIC,750,44,B1_2,5,5.33,10.33,-0.33,1.5,3.63,4.5,2.89,4.67,4.5,4.25,3.75,3.75,6,6,3,3,,,,,,,,,,,,,,,,
W_JPN_SMK0_033_A2_0_EDIT.txt,JPN,SMK,A2_0,NH,164,28,25,53,222,5,4,3,3,6,35,31.7,W_JPN_033,M,18,1,N/A,Economics,Social Sciences,TOEIC,440,23,A2_0,4.67,3.17,7.84,1.5,1,4,4,4.11,3.22,4,4,4,4,6,4,1,3,,,,,,,,,,,,,,,,
W_JPN_SMK0_034_B2_0_EDIT.txt,JPN,SMK,B2_0,NH,211,10,11,21,209,8,9,7,8,9,68.3,63.8,W_JPN_034,M,18,1,N/A,Business,Social Sciences,TOEIC,825,39,B2_0,3.67,3.33,7,0.34,5.5,3.63,3.5,4.56,3,3.75,3.75,3.25,3.5,6,4,3,4,,,,,,,,,,,,,,,,
W_JPN_SMK0_035_B2_0_EDIT.txt,JPN,SMK,B2_0,NH,196,16,16,32,202,7,8,6,7,8,60,55.8,W_JPN_035,F,18,1,N/A,Medicine,Life Sciences,TOEIC,800,31,B2_0,4,3.5,7.5,0.5,1,4.88,2,3.56,2.78,4,3.75,3.25,2.75,6,4,4,3,,,,,,,,,,,,,,,,
W_JPN_SMK0_036_A2_0_EDIT.txt,JPN,SMK,A2_0,NH,210,24,20,44,212,7,8,7,8,8,63.3,59.2,W_JPN_036,F,18,1,N/A,Agriculture,Sciences & Technology,TOEIC,470,26,A2_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,
W_JPN_SMK0_038_A2_0_EDIT.txt,JPN,SMK,A2_0,NH,212,39,24,63,205,7,7,7,7,6,56.7,55,W_JPN_038,M,18,1,N/A,Economics,Social Sciences,TOEIC,490,28,A2_0,3.67,4,7.67,-0.33,3.5,3.88,5.88,5.11,4.33,4.75,5.25,4.25,5.25,6,6,6,6,,,,,,,,,,,,,,,,
W_JPN_SMK0_040_B1_2_EDIT.txt,JPN,SMK,B1_2,NH,212,31,24,55,208,8,7,7,7,8,61.7,58.3,W_JPN_040,M,18,1,N/A,Economics,Social Sciences,TOEIC,695,35,B1_2,3.83,3.83,7.66,0,3,4.63,3,4.11,3.33,4,3.75,3.75,3.75,5,2,5,5,,,,,,,,,,,,,,,,
W_JPN_SMK0_041_B2_0_EDIT.txt,JPN,SMK,B2_0,NH,279,18,20,38,284,9,9,8,7,10,71.7,66.7,W_JPN_041,F,18,1,N/A,Medicine,Life Sciences,TOEIC,925,40,B2_0,5.83,2.5,8.33,3.33,2,6,2.38,4.11,3.78,4,4.25,4.25,4.25,6,6,6,6,,,,,,,,,,,,,,,,
W_JPN_SMK0_043_A2_0_EDIT.txt,JPN,SMK,A2_0,NH,201,35,24,59,203,6,6,6,6,8,53.3,48.3,W_JPN_043,F,18,1,N/A,Science,Sciences & Technology,TOEIC,505,32,A2_0,3.83,3.67,7.5,0.16,2,3.63,3.25,4.11,2.44,3.25,4,2.75,3.75,2,4,6,5,,,,,,,,,,,,,,,,
W_JPN_SMK0_052_A2_0_EDIT.txt,JPN,SMK,A2_0,NH,205,36,32,68,201,5,7,6,5,8,51.7,45.8,W_JPN_052,M,22,5,N/A,Marine Science,Sciences & Technology,TOEIC,525,24,A2_0,4.17,3.83,8,0.34,3,2.25,3.88,3,3.11,3,3,2.75,3.5,4,4,1,1,,,,,,,,,,,,,,,,
W_THA_PTJ0_001_B1_2_EDIT.txt,THA,PTJ,B1_2,MH,231,28,31,59,215,7,7,4,5,4,45,45.8,W_THA_001,F,18,1,N/A,Mechanical Engineering,Sciences & Technology,ONET,55,39,B1_2,3.83,4.33,8.16,-0.5,3,4,3.25,4.44,2.67,4,3.75,2.5,4.25,4,4,5,4,,,,,,,,,,,,,,,,
W_THA_PTJ0_002_B1_2_EDIT.txt,THA,PTJ,B1_2,MH,291,37,38,75,268,1,1,1,1,1,8.3,7.9,W_THA_002,F,19,2,N/A,Policy,Social Sciences,ONET,51,43,B1_2,5.5,5.33,10.83,0.17,3,3.88,3,3.44,3.33,3.5,3.5,3.5,3.25,6,6,6,6,,,,,,,,,,,,,,,,
W_THA_PTJ0_003_A2_0_EDIT.txt,THA,PTJ,A2_0,MH,197,19,17,36,220,3,5,7,5,4,40,37.5,W_THA_003,M,18,1,N/A,Mechanical Engineering,Sciences & Technology,ONET,50.43,22,A2_0,4.5,5.17,9.67,-0.67,5.5,4.25,4.5,4.78,4.22,4,5,4.25,4.25,5,3,5,3,,,,,,,,,,,,,,,,
W_THA_PTJ0_004_B1_2_EDIT.txt,THA,PTJ,B1_2,MH,214,40,30,70,206,4,2,4,3,2,25,25.8,W_THA_004,M,19,1,N/A,Production Engineering,Sciences & Technology,ONET,60,39,B1_2,4.67,3,7.67,1.67,2,4,2.5,3.22,3,3.25,3,2.75,4,2,3,3,4,,,,,,,,,,,,,,,,
W_THA_PTJ0_005_B1_2_EDIT.txt,THA,PTJ,B1_2,MH,238,44,33,77,215,4,4,5,4,3,33.3,32.9,W_THA_005,F,19,2,N/A,Electrical Engineering,Sciences & Technology,ONET,50,39,B1_2,4.83,5.5,10.33,-0.67,4,3.63,3.88,4.22,3.33,4.5,4.25,3.25,3,6,5,6,5,,,,,,,,,,,,,,,,
W_THA_PTJ0_006_B1_2_EDIT.txt,THA,PTJ,B1_2,MH,225,55,35,90,284,7,6,5,7,5,50,49.6,W_THA_006,F,18,1,N/A,English,Humanities,ONET,50,43,B1_2,4.83,4.83,9.66,0,4.5,4.5,4.88,5,4.33,4.75,4.75,4.75,4.5,5,4,5,5,,,,,,,,,,,,,,,,
W_THA_PTJ0_007_B1_2_EDIT.txt,THA,PTJ,B1_2,MH,223,51,40,91,257,5,6,6,4,2,38.3,40,W_THA_007,M,19,1,N/A,Production Engineering,Sciences & Technology,ONET,51,38,B1_2,4.17,3.83,8,0.34,1.5,3.13,3.13,3.67,2.22,4.25,4,1.5,2.75,3,4,5,5,,,,,,,,,,,,,,,,
W_THA_PTJ0_008_A2_0_EDIT.txt,THA,PTJ,A2_0,MH,225,37,22,59,226,8,8,7,6,8,61.7,58.3,W_THA_008,F,19,2,N/A,Tourism,Social Sciences,ONET,60,16,A2_0,3.5,2.33,5.83,1.17,3.5,3.5,3,3.22,3.33,3.25,3,3.75,3,4,3,3,2,,,,,,,,,,,,,,,,
W_THA_PTJ0_009_B1_1_EDIT.txt,THA,PTJ,B1_1,MH,220,40,37,77,294,6,6,7,4,7,50,46.3,W_THA_009,M,19,1,N/A,English,Humanities,ONET,48,30,B1_1,5.5,6,11.5,-0.5,5.5,3.5,6,5.11,4.56,4.75,4.75,4.75,4.75,5,5,5,5,,,,,,,,,,,,,,,,
W_THA_PTJ0_010_A2_0_EDIT.txt,THA,PTJ,A2_0,MH,239,30,18,48,237,9,8,10,8,10,75,70,W_THA_010,F,18,1,N/A,IT Business,Social Sciences,ONET,50,18,A2_0,2.17,1,3.17,1.17,5.5,3.63,4.88,5.33,3.44,5.25,5,4,2.75,2,2,3,1,,,,,,,,,,,,,,,,
W_THA_PTJ0_011_B1_2_EDIT.txt,THA,PTJ,B1_2,MH,192,32,21,53,215,7,7,7,7,8,60,55.8,W_THA_011,M,19,1,N/A,Engineering,Sciences & Technology,ONET,53,43,B1_2,4.67,5.83,10.5,-1.16,3.5,3.75,5.75,4.78,4.44,5,5,4.5,4.5,5,5,5,5,,,,,,,,,,,,,,,,
W_THA_PTJ0_012_A2_0_EDIT.txt,THA,PTJ,A2_0,MH,204,41,35,76,220,6,6,7,4,7,50,46.3,W_THA_012,F,23,4,N/A,Tourism,Social Sciences,ONET,50,14,A2_0,3.17,3.17,6.34,0,3,3.25,3,3.22,3,3,3.25,3,3.25,3,3,3,4,,,,,,,,,,,,,,,,
W_THA_PTJ0_013_A2_0_EDIT.txt,THA,PTJ,A2_0,MH,225,47,33,80,291,8,7,7,6,8,60,56.7,W_THA_013,F,19,1,N/A,English,Humanities,ONET,48,22,A2_0,4.83,5,9.83,-0.17,3.5,3,4.25,3.56,3.67,4.25,3.75,3,3.5,5,5,4,4,,,,,,,,,,,,,,,,
W_THA_PTJ0_014_A2_0_EDIT.txt,THA,PTJ,A2_0,MH,222,50,42,92,207,5,4,5,3,5,36.7,34.6,W_THA_014,F,19,2,N/A,Tourism,Social Sciences,ONET,51,21,A2_0,5.17,4.33,9.5,0.84,6,4.38,4.5,4.67,4.56,4.75,4.5,4.75,3.75,4,4,3,3,,,,,,,,,,,,,,,,
W_THA_PTJ0_015_B1_2_EDIT.txt,THA,PTJ,B1_2,MH,239,38,29,67,302,6,5,5,3,6,41.7,39.2,W_THA_015,F,19,1,N/A,Biomedical Engineering,Life Sciences,ONET,27.14,45,B1_2,4.5,5.5,10,-1,3,3.5,4.25,4.11,3.44,3.75,4,3.5,4.25,4,3,3,3,,,,,,,,,,,,,,,,
W_THA_PTJ0_016_A2_0_EDIT.txt,THA,PTJ,A2_0,MH,219,43,17,60,300,7,6,7,5,6,51.7,50,W_THA_016,F,20,2,N/A,Policy,Social Sciences,ONET,55,21,A2_0,5,4.5,9.5,0.5,3,4,4.5,4.33,3.89,4.25,4.25,4.25,4.25,3,5,5,4,,,,,,,,,,,,,,,,
W_THA_PTJ0_017_B1_1_EDIT.txt,THA,PTJ,B1_1,MH,223,37,31,68,265,8,7,7,7,8,61.7,58.3,W_THA_017,M,19,1,N/A,English,Humanities,ONET,38.57,27,B1_1,4.33,4.33,8.66,0,5,3,5,4.67,3.56,4,4,4,4,3,3,3,3,,,,,,,,,,,,,,,,
W_THA_PTJ0_018_B1_1_EDIT.txt,THA,PTJ,B1_1,MH,241,29,26,55,303,9,9,9,8,8,71.7,69.2,W_THA_018,M,18,1,N/A,Engineering,Sciences & Technology,ONET,55.71,32,B1_1,4.67,2.33,7,2.34,3,3.38,4,3.78,3.44,3.5,5,2.5,3.75,3,3,3,3,,,,,,,,,,,,,,,,
W_THA_PTJ0_019_B1_2_EDIT.txt,THA,PTJ,B1_2,MH,235,45,43,88,238,8,7,7,7,7,60,57.9,W_THA_019,M,18,1,N/A,Production Engineering,Sciences & Technology,ONET,50,37,B1_2,4.33,5,9.33,-0.67,2.5,2.75,3.13,3.44,2.33,3.25,3.25,2.5,2.75,5,5,3,3,,,,,,,,,,,,,,,,
W_THA_PTJ0_020_B1_1_EDIT.txt,THA,PTJ,B1_1,MH,225,50,45,95,206,6,6,6,6,7,51.7,47.9,W_THA_020,F,19,1,N/A,Mechanical Engineering,Sciences & Technology,ONET,61,34,B1_1,4.17,4.83,9,-0.66,4.5,4,4.38,4.67,3.78,3.75,3.25,4,5.75,5,5,5,5,,,,,,,,,,,,,,,,
W_THA_PTJ0_021_B1_1_EDIT.txt,THA,PTJ,B1_1,MH,223,33,21,54,202,6,7,7,6,8,56.7,51.7,W_THA_021,F,18,1,N/A,English,Humanities,ONET,41,25,B1_1,5.5,5,10.5,0.5,1,1,4.5,2.78,2.33,3,3.25,2,2.75,5,5,5,5,,,,,,,,,,,,,,,,
W_THA_PTJ0_023_A2_0_EDIT.txt,THA,PTJ,A2_0,MH,191,35,28,63,229,5,5,4,3,6,38.3,35,W_THA_023,F,18,1,N/A,Chemistry,Sciences & Technology,ONET,20,22,A2_0,5.67,5.67,11.34,0,4.5,5.5,5.25,5.56,5,5.5,5.5,5.5,5,5,5,5,6,,,,,,,,,,,,,,,,
W_THA_PTJ0_024_B1_1_EDIT.txt,THA,PTJ,B1_1,MH,265,30,32,62,267,7,8,7,6,7,58.3,55.4,W_THA_024,M,19,2,N/A,Electrical Engineering,Sciences & Technology,ONET,65,30,B1_1,4.5,4.83,9.33,-0.33,3.5,4,4.38,4.67,3.56,4.25,5.25,4,3.25,4,4,4,4,,,,,,,,,,,,,,,,
W_THA_PTJ0_025_B1_1_EDIT.txt,THA,PTJ,B1_1,MH,215,55,38,93,306,6,6,6,5,6,48.3,45.8,W_THA_025,F,20,3,N/A,Nursing,Life Sciences,ONET,38,30,B1_1,4.17,5.5,9.67,-1.33,4,4.88,4.63,4.89,4.44,4.5,5,4.75,4.75,6,6,6,6,,,,,,,,,,,,,,,,
W_THA_PTJ0_026_A2_0_EDIT.txt,THA,PTJ,A2_0,MH,293,72,51,123,211,3,3,3,2,3,23.3,22.1,W_THA_026,F,19,2,N/A,Tourism,Social Sciences,ONET,35,11,A2_0,3.17,3.17,6.34,0,4.5,3.25,3.5,3.11,3.89,3.25,3.5,3,3.75,4,4,3,4,,,,,,,,,,,,,,,,
W_THA_PTJ0_027_B1_2_EDIT.txt,THA,PTJ,B1_2,MH,231,32,21,53,207,8,6,7,6,7,56.7,54.6,W_THA_027,M,18,1,N/A,Electrical Engineering,Sciences & Technology,ONET,62.8,36,B1_2,4.67,4.5,9.17,0.17,3,3.63,3.63,4.44,2.67,4,4.5,3,3,5,4,4,4,,,,,,,,,,,,,,,,
W_THA_PTJ0_028_B1_1_EDIT.txt,THA,PTJ,B1_1,MH,282,41,36,77,251,7,7,7,7,8,60,55.8,W_THA_028,M,18,1,N/A,Engineering,Sciences & Technology,ONET,62.78,34,B1_1,4.17,3.67,7.84,0.5,4,3.75,3.5,4,3.33,3.75,3.5,3.5,3.75,4,3,4,4,,,,,,,,,,,,,,,,
W_THA_PTJ0_030_B1_1_EDIT.txt,THA,PTJ,B1_1,MH,271,70,53,123,261,7,6,7,5,6,51.7,50,W_THA_030,F,19,1,N/A,Biomedical Engineering,Life Sciences,ONET,57.14,31,B1_1,4.83,4.67,9.5,0.16,2,4.5,4.5,4.22,4.22,4.75,5.25,3.75,4.25,4,4,4,4,,,,,,,,,,,,,,,,
W_THA_PTJ0_032_A2_0_EDIT.txt,THA,PTJ,A2_0,MH,211,30,29,59,259,7,6,7,5,7,53.3,50.4,W_THA_032,M,23,4,N/A,Business,Social Sciences,ONET,50,23,A2_0,5,4.33,9.33,0.67,3,2.25,1.75,2.89,1.33,2.5,2,1.75,1.75,5,3,2,1,,,,,,,,,,,,,,,,
W_THA_PTJ0_033_B1_1_EDIT.txt,THA,PTJ,B1_1,MH,279,47,30,77,222,7,8,7,5,6,55,53.3,W_THA_033,M,19,1,N/A,Production Engineering,Sciences & Technology,ONET,53,31,B1_1,3.5,4.67,8.17,-1.17,3.5,4.38,4.38,4.89,3.67,4.5,5,3.5,4.5,4,4,4,4,,,,,,,,,,,,,,,,
W_THA_SMK0_001_B1_2_EDIT.txt,THA,SMK,B1_2,MH,304,48,39,87,285,5,5,6,5,7,46.7,42.1,W_THA_001,F,18,1,N/A,Mechanical Engineering,Sciences & Technology,ONET,55,39,B1_2,3.83,4.33,8.16,-0.5,3,4,3.25,4.44,2.67,4,3.75,2.5,4.25,4,4,5,4,,,,,,,,,,,,,,,,
W_THA_SMK0_002_B1_2_EDIT.txt,THA,SMK,B1_2,MH,266,62,38,100,203,1,2,2,1,3,15,12.1,W_THA_002,F,19,2,N/A,Policy,Social Sciences,ONET,51,43,B1_2,5.5,5.33,10.83,0.17,3,3.88,3,3.44,3.33,3.5,3.5,3.5,3.25,6,6,6,6,,,,,,,,,,,,,,,,
W_THA_SMK0_003_A2_0_EDIT.txt,THA,SMK,A2_0,MH,213,34,21,55,203,8,8,7,7,6,60,59.2,W_THA_003,M,18,1,N/A,Mechanical Engineering,Sciences & Technology,ONET,50.43,22,A2_0,4.5,5.17,9.67,-0.67,5.5,4.25,4.5,4.78,4.22,4,5,4.25,4.25,5,3,5,3,,,,,,,,,,,,,,,,
W_THA_SMK0_004_B1_2_EDIT.txt,THA,SMK,B1_2,MH,198,55,44,99,207,4,3,4,3,3,28.3,27.9,W_THA_004,M,19,1,N/A,Production Engineering,Sciences & Technology,ONET,60,39,B1_2,4.67,3,7.67,1.67,2,4,2.5,3.22,3,3.25,3,2.75,4,2,3,3,4,,,,,,,,,,,,,,,,
W_THA_SMK0_005_B1_2_EDIT.txt,THA,SMK,B1_2,MH,216,56,39,95,216,6,6,6,5,6,48.3,45.8,W_THA_005,F,19,2,N/A,Electrical Engineering,Sciences & Technology,ONET,50,39,B1_2,4.83,5.5,10.33,-0.67,4,3.63,3.88,4.22,3.33,4.5,4.25,3.25,3,6,5,6,5,,,,,,,,,,,,,,,,
W_THA_SMK0_006_B1_2_EDIT.txt,THA,SMK,B1_2,MH,222,24,16,40,213,9,8,9,8,10,73.3,68.3,W_THA_006,F,18,1,N/A,English,Humanities,ONET,50,43,B1_2,4.83,4.83,9.66,0,4.5,4.5,4.88,5,4.33,4.75,4.75,4.75,4.5,5,4,5,5,,,,,,,,,,,,,,,,
W_THA_SMK0_007_B1_2_EDIT.txt,THA,SMK,B1_2,MH,205,54,46,100,216,7,7,6,6,8,56.7,52.5,W_THA_007,M,19,1,N/A,Production Engineering,Sciences & Technology,ONET,51,38,B1_2,4.17,3.83,8,0.34,1.5,3.13,3.13,3.67,2.22,4.25,4,1.5,2.75,3,4,5,5,,,,,,,,,,,,,,,,
W_THA_SMK0_008_A2_0_EDIT.txt,THA,SMK,A2_0,MH,216,49,24,73,257,5,6,5,5,8,48.3,42.5,W_THA_008,F,19,2,N/A,Tourism,Social Sciences,ONET,60,16,A2_0,3.5,2.33,5.83,1.17,3.5,3.5,3,3.22,3.33,3.25,3,3.75,3,4,3,3,2,,,,,,,,,,,,,,,,
W_THA_SMK0_009_B1_1_EDIT.txt,THA,SMK,B1_1,MH,253,60,45,105,298,4,3,2,2,3,23.3,22.9,W_THA_009,M,19,1,N/A,English,Humanities,ONET,48,30,B1_1,5.5,6,11.5,-0.5,5.5,3.5,6,5.11,4.56,4.75,4.75,4.75,4.75,5,5,5,5,,,,,,,,,,,,,,,,
W_THA_SMK0_010_A2_0_EDIT.txt,THA,SMK,A2_0,MH,200,30,31,61,270,9,8,8,7,9,68.3,64.6,W_THA_010,F,18,1,N/A,IT Business,Social Sciences,ONET,50,18,A2_0,2.17,1,3.17,1.17,5.5,3.63,4.88,5.33,3.44,5.25,5,4,2.75,2,2,3,1,,,,,,,,,,,,,,,,
W_THA_SMK0_011_B1_2_EDIT.txt,THA,SMK,B1_2,MH,214,11,9,20,226,11,11,11,11,11,91.7,87.1,W_THA_011,M,19,1,N/A,Engineering,Sciences & Technology,ONET,53,43,B1_2,4.67,5.83,10.5,-1.16,3.5,3.75,5.75,4.78,4.44,5,5,4.5,4.5,5,5,5,5,,,,,,,,,,,,,,,,
W_THA_SMK0_012_A2_0_EDIT.txt,THA,SMK,A2_0,MH,218,58,40,98,213,5,6,5,3,3,36.7,37.1,W_THA_012,F,23,4,N/A,Tourism,Social Sciences,ONET,50,14,A2_0,3.17,3.17,6.34,0,3,3.25,3,3.22,3,3,3.25,3,3.25,3,3,3,4,,,,,,,,,,,,,,,,
W_THA_SMK0_013_A2_0_EDIT.txt,THA,SMK,A2_0,MH,212,42,29,71,289,6,6,7,5,6,50,47.5,W_THA_013,F,19,1,N/A,English,Humanities,ONET,48,22,A2_0,4.83,5,9.83,-0.17,3.5,3,4.25,3.56,3.67,4.25,3.75,3,3.5,5,5,4,4,,,,,,,,,,,,,,,,
W_THA_SMK0_014_A2_0_EDIT.txt,THA,SMK,A2_0,MH,206,45,43,88,241,2,1,2,1,2,13.3,12.5,W_THA_014,F,19,2,N/A,Tourism,Social Sciences,ONET,51,21,A2_0,5.17,4.33,9.5,0.84,6,4.38,4.5,4.67,4.56,4.75,4.5,4.75,3.75,4,4,3,3,,,,,,,,,,,,,,,,
W_THA_SMK0_015_B1_2_EDIT.txt,THA,SMK,B1_2,MH,222,28,26,54,301,8,8,7,5,7,58.3,56.3,W_THA_015,F,19,1,N/A,Biomedical Engineering,Life Sciences,ONET,27.14,45,B1_2,4.5,5.5,10,-1,3,3.5,4.25,4.11,3.44,3.75,4,3.5,4.25,4,3,3,3,,,,,,,,,,,,,,,,
W_THA_SMK0_016_A2_0_EDIT.txt,THA,SMK,A2_0,MH,210,38,28,66,215,6,7,7,6,5,51.7,50.4,W_THA_016,F,20,2,N/A,Policy,Social Sciences,ONET,55,21,A2_0,5,4.5,9.5,0.5,3,4,4.5,4.33,3.89,4.25,4.25,4.25,4.25,3,5,5,4,,,,,,,,,,,,,,,,
W_THA_SMK0_017_B1_1_EDIT.txt,THA,SMK,B1_1,MH,197,43,44,87,231,7,7,7,5,5,51.7,51.3,W_THA_017,M,19,1,N/A,English,Humanities,ONET,38.57,27,B1_1,4.33,4.33,8.66,0,5,3,5,4.67,3.56,4,4,4,4,3,3,3,3,,,,,,,,,,,,,,,,
W_THA_SMK0_018_B1_1_EDIT.txt,THA,SMK,B1_1,MH,202,34,31,65,299,7,8,7,7,8,61.7,57.5,W_THA_018,M,18,1,N/A,Engineering,Sciences & Technology,ONET,55.71,32,B1_1,4.67,2.33,7,2.34,3,3.38,4,3.78,3.44,3.5,5,2.5,3.75,3,3,3,3,,,,,,,,,,,,,,,,
W_THA_SMK0_019_B1_2_EDIT.txt,THA,SMK,B1_2,MH,204,50,43,93,200,8,8,8,7,8,65,61.7,W_THA_019,M,18,1,N/A,Production Engineering,Sciences & Technology,ONET,50,37,B1_2,4.33,5,9.33,-0.67,2.5,2.75,3.13,3.44,2.33,3.25,3.25,2.5,2.75,5,5,3,3,,,,,,,,,,,,,,,,
W_THA_SMK0_020_B1_1_EDIT.txt,THA,SMK,B1_1,MH,199,49,41,90,303,7,6,6,6,7,53.3,50.4,W_THA_020,F,19,1,N/A,Mechanical Engineering,Sciences & Technology,ONET,61,34,B1_1,4.17,4.83,9,-0.66,4.5,4,4.38,4.67,3.78,3.75,3.25,4,5.75,5,5,5,5,,,,,,,,,,,,,,,,
W_THA_SMK0_021_B1_1_EDIT.txt,THA,SMK,B1_1,MH,200,55,48,103,246,6,6,7,6,6,51.7,49.2,W_THA_021,F,18,1,N/A,English,Humanities,ONET,41,25,B1_1,5.5,5,10.5,0.5,1,1,4.5,2.78,2.33,3,3.25,2,2.75,5,5,5,5,,,,,,,,,,,,,,,,
W_THA_SMK0_023_A2_0_EDIT.txt,THA,SMK,A2_0,MH,203,39,37,76,242,2,1,1,1,3,13.3,11.3,W_THA_023,F,18,1,N/A,Chemistry,Sciences & Technology,ONET,20,22,A2_0,5.67,5.67,11.34,0,4.5,5.5,5.25,5.56,5,5.5,5.5,5.5,5,5,5,5,6,,,,,,,,,,,,,,,,
W_THA_SMK0_024_B1_1_EDIT.txt,THA,SMK,B1_1,MH,302,64,46,110,291,10,11,10,9,10,83.3,79.2,W_THA_024,M,19,2,N/A,Electrical Engineering,Sciences & Technology,ONET,65,30,B1_1,4.5,4.83,9.33,-0.33,3.5,4,4.38,4.67,3.56,4.25,5.25,4,3.25,4,4,4,4,,,,,,,,,,,,,,,,
W_THA_SMK0_025_B1_1_EDIT.txt,THA,SMK,B1_1,MH,239,60,48,108,304,5,4,4,4,5,36.7,34.6,W_THA_025,F,20,3,N/A,Nursing,Life Sciences,ONET,38,30,B1_1,4.17,5.5,9.67,-1.33,4,4.88,4.63,4.89,4.44,4.5,5,4.75,4.75,6,6,6,6,,,,,,,,,,,,,,,,
