Code,Country,PTJ1 (wds),PTJ2 (wds),SMK1 (wds),SMK2 (wds),Self Ev,Sex,Age,Grade/Degree,Yrs of Stay (< Yrs),ENS Type,Major/ Occupation,Acad. Genre,Test,Score,VST,CEFR,INTM,INSM,INTM+INSM,INTM-INSM,Primary,Secondary,College,Inschool,Outschool,Listening,Reading,Speaking,Writing,NS,Pronunciation,Presentation,EssayW
W_KOR_138,KOR,254,N/A,254,N/A,N/A,M,26,3,N/A,N/A,Education,Humanities,TOEIC,815 ,45,B2_0,5,5.83,10.83,-0.83,2,3.25,5.63,4.22,4.11,5.5,4.25,4,4,5,5,5,6
W_KOR_139,KOR,202,N/A,200,N/A,N/A,F,21,2,N/A,N/A,English,Humanities,N/A,N/A,46,B1_2,4.67,5.67,10.34,-1,4.5,5,5,5,4.89,5,5,5,5,6,5,4,1
W_KOR_140,KOR,214,N/A,213,N/A,N/A,F,22,3,N/A,N/A,English,Humanities,N/A,N/A,31,B1_1,2.83,3.5,6.33,-0.67,2,2.25,2.5,2.67,2,2.5,2.5,2.25,2.25,2,1,1,1
W_KOR_141,KOR,211,N/A,202,N/A,N/A,F,21,2,N/A,N/A,English,Humanities,N/A,N/A,42,B1_2,4.67,5.5,10.17,-0.83,5.5,4.25,3.13,4.33,3.44,5,3.5,2.75,3.5,5,5,5,5
W_KOR_142,KOR,216,N/A,201,N/A,N/A,M,20,1,N/A,N/A,English,Humanities,N/A,N/A,44,B1_2,4.33,4.67,9,-0.34,5.5,4.13,4.25,4.22,4.44,4.5,4.25,3.25,4.75,5,2,2,4
W_KOR_143,KOR,285,N/A,271,N/A,N/A,F ,21,2,N/A,N/A,Policy,Social Sciences,N/A,N/A,39,B1_2,4.33,4.17,8.5,0.16,1,3,2,2.33,2.33,2.5,2.5,2.5,2.5,3,3,4,4
W_KOR_144,KOR,232,N/A,236,N/A,N/A,F,25,3,N/A,N/A,Business,Social Sciences,N/A,N/A,14,A2_0,4.17,3.33,7.5,0.84,2,3,4.63,3.44,3.78,2.25,4.5,3.5,5,5,2,2,5
W_KOR_145,KOR,239,N/A,214,N/A,N/A,F,22,3,N/A,N/A,Business,Social Sciences,TOEIC,500 ,30,A2_0,5.33,5.67,11,-0.34,3.5,3.13,4.25,4.11,3.22,3.75,3.75,3,4.25,6,5,5,3
W_KOR_146,KOR,272,N/A,205,N/A,N/A,M,22,1,N/A,N/A,Business,Social Sciences,N/A,N/A,44,B1_2,4.83,5.33,10.16,-0.5,5.5,3.88,4.13,4.11,4.22,4,4,4.25,3.75,4,3,3,3
W_KOR_147,KOR,213,N/A,212,N/A,N/A,M ,27,3,N/A,N/A,Education,Humanities,TOEIC,440 ,22,A2_0,5.17,4.67,9.84,0.5,6,6,6,6,6,6,6,6,6,6,6,6,6
W_KOR_148,KOR,216,N/A,208,N/A,N/A,F,23,4,N/A,N/A,Policy,Social Sciences,TOEIC,480 ,48,A2_0,3.83,4.83,8.66,-1,3,1.63,1.75,2,1.67,2,2.25,1.5,1,2,1,1,1
W_KOR_149,KOR,220,N/A,203,N/A,N/A,F,20,1,N/A,N/A,Education,Humanities,TOEIC,485 ,36,A2_0,4.83,4.33,9.16,0.5,2.5,3.5,4.38,3.67,3.89,4,4.25,3.25,4.25,5,5,5,5
W_KOR_150,KOR,213,N/A,211,N/A,N/A,F,21,2,N/A,N/A,Education,Humanities,N/A,N/A,25,B1_1,4.67,4.67,9.34,0,5,4.25,4.5,4.56,4.33,4.25,4.75,4.25,4.25,5,5,5,4
W_KOR_151,KOR,204,N/A,213,N/A,N/A,F,23,3,N/A,N/A,Education,Humanities,TOEIC,840 ,40,B2_0,4.67,5.67,10.34,-1,2.5,1.63,5.38,3.78,3,3.5,4,2.75,3.75,6,6,6,6
W_KOR_152,KOR,269,N/A,258,N/A,N/A,F,20,1,N/A,N/A,Education,Humanities,N/A,N/A,42,B1_2,4.5,5.5,10,-1,4,2.25,2.25,2.33,2.56,3,2.5,2,1.5,6,5,5,1
W_KOR_153,KOR,215,N/A,217,N/A,N/A,F,21,2,N/A,N/A,Education,Humanities,N/A,N/A,44,B1_2,4.33,4.83,9.16,-0.5,3,4,3.75,3.78,3.78,4,4,4,3.5,4,5,4,4
W_KOR_154,KOR,230,N/A,224,N/A,N/A,M ,23,2,N/A,N/A,Trade,Social Sciences,N/A,N/A,18,A2_0,4.33,3.33,7.66,1,1,1.5,1.5,1.89,1,1.5,1.5,1.5,1.5,1,1,1,1
W_KOR_155,KOR,245,N/A,237,N/A,N/A,M,25,3,N/A,N/A,Education,Humanities,N/A,N/A,34,B1_1,3.67,3,6.67,0.67,4,3,3.5,3.22,3.44,3.5,3.5,3.5,2.5,3,3,3,3
W_KOR_156,KOR,205,N/A,204,N/A,N/A,F,23,3,N/A,N/A,Education,Humanities,TOEIC,500 ,43,A2_0,5.17,5.83,11,-0.66,4,4.25,4.5,4.78,3.89,4.5,4.5,4.25,4.25,5,5,5,5
W_KOR_157,KOR,205,N/A,201,N/A,N/A,F,20,1,N/A,N/A,English,Humanities,TOEIC,465 ,41,A2_0,5.17,5.83,11,-0.66,5,4.13,4,5.22,3.11,4.25,4.25,4,3.75,6,5,5,4
W_KOR_158,KOR,240,N/A,215,N/A,N/A,M,26,4,N/A,N/A,Policy,Social Sciences,N/A,N/A,33,B1_1,4.17,4.33,8.5,-0.16,5,2.63,3.63,3.11,3.56,2.75,6,2,1.75,1,1,2,1
W_KOR_159,KOR,212,N/A,215,N/A,N/A,M,24,3,N/A,N/A,English,Humanities,TOEIC,620 ,21,B1_1,6,6,12,0,4.5,3.25,4.88,4.22,4,4,4,4.25,4,3,3,3,3
W_KOR_160,KOR,276,N/A,208,N/A,N/A,F,24,4,N/A,N/A,Policy,Social Sciences,TOEIC,810 ,38,B2_0,5.67,5.33,11,0.34,2,2.88,5.5,4.11,3.78,3.5,4.75,4,4.5,6,4,4,6
W_KOR_161,KOR,229,N/A,259,N/A,N/A,F,19,1,N/A,N/A,English,Humanities,N/A,N/A,41,B1_2,4.67,5.83,10.5,-1.16,4.5,3.63,2.75,4,2.67,3.25,3.25,3,3.25,5,4,4,3
W_KOR_162,KOR,226,N/A,210,N/A,N/A,M,21,1,N/A,N/A,English,Humanities,TOEIC,500 ,16,A2_0,3.33,3.33,6.66,0,3.5,3,3.13,3.33,2.89,2.75,3.5,2.75,3.25,3,4,3,2
W_KOR_163,KOR,216,N/A,207,N/A,N/A,F,21,2,N/A,N/A,English,Humanities,TOEIC,450 ,32,A2_0,3.83,4.83,8.66,-1,3.5,3.25,3,3.56,2.78,3.5,3.25,2.5,3.25,4,3,3,2
W_KOR_164,KOR,205,N/A,262,N/A,N/A,m,27,4,N/A,N/A,Business,Social Sciences,N/A,N/A,36,B1_2,3.83,3.17,7,0.66,3,3.63,2.5,3.11,3,2.5,3.75,3.5,2.5,2,3,4,2
W_KOR_165,KOR,226,N/A,222,N/A,N/A,F,23,4,N/A,N/A,English       ,Humanities,TOEIC,650 ,47,B1_1,4.67,3.67,8.34,1,1.5,2.13,4.38,3.11,3,3,3.75,3,3.25,5,4,4,4
W_KOR_166,KOR,226,N/A,278,N/A,N/A,M,23,3,N/A,N/A,English,Humanities,N/A,N/A,45,B1_2,4.83,5.33,10.16,-0.5,3,2.5,3.5,3.33,2.67,3.5,3,2.75,2.75,2,3,3,2
W_KOR_167,KOR,202,N/A,207,N/A,N/A,F,23,4,N/A,N/A,English,Humanities,TOEIC,300 ,28,A2_0,4.67,4.33,9,0.34,2.5,2.38,4.25,3.44,3,3.75,3.5,3,3,3,3,3,3
W_KOR_168,KOR,202,N/A,205,N/A,N/A,M,20,1,N/A,N/A,Business,Social Sciences,N/A,N/A,18,A2_0,4.33,3.67,8,0.66,4,3.63,3.88,3.78,3.78,3.75,4.25,3.25,3.75,3,3,3,3
W_KOR_169,KOR,211,N/A,247,N/A,N/A,m,27,4,N/A,N/A,Business,Social Sciences,N/A,N/A,22,A2_0,4.17,5.67,9.84,-1.5,1,1.88,2.75,2.78,1.56,2.25,2,2.5,2.5,1,1,1,2
W_KOR_170,KOR,201,N/A,234,N/A,N/A,F,22,2,N/A,N/A,Education,Humanities,TOEIC,655 ,33,B1_1,4.5,5.17,9.67,-0.67,3.5,3.13,3.5,3.78,2.89,3,5.25,2.75,2.25,6,2,5,2
W_KOR_171,KOR,214,N/A,203,N/A,N/A,M,24,3,N/A,N/A,Policy,Social Sciences,TOEIC,310 ,12,A2_0,4.17,5,9.17,-0.83,3,1.75,2.13,1.67,2.44,2.75,2,1.75,1.25,3,1,1,2
W_KOR_172,KOR,210,N/A,210,N/A,N/A,F,24,4,N/A,N/A,English,Humanities,N/A,N/A,43,B1_2,4,3.33,7.33,0.67,3.5,3.25,2,3.89,1.56,3.25,3.75,1.75,1.75,1,1,1,1
W_KOR_173,KOR,224,N/A,201,N/A,N/A,F,22,3,N/A,N/A,English,Humanities,TOEIC,720 ,41,B1_2,5,4.67,9.67,0.33,4.5,4.88,5,5.11,4.67,5.5,5.25,4.75,4.25,5,4,4,4
W_KOR_174,KOR,243,N/A,234,N/A,N/A,M,20,1,N/A,N/A,English,Humanities,TOEIC,595 ,43,B1_1,5.67,5,10.67,0.67,2.5,3.88,4.13,3.67,4,3.75,3.75,3.75,4.75,5,4,4,2
W_KOR_175,KOR,210,N/A,211,N/A,N/A,F ,20,1,N/A,N/A,Trade,Social Sciences,N/A,N/A,20,A2_0,4.83,5.5,10.33,-0.67,4,3.38,3.13,3.78,2.89,3.25,4,2.75,3,6,6,6,6
W_KOR_176,KOR,212,N/A,204,N/A,N/A,F,21,1,N/A,N/A,English,Humanities,TOEIC,485 ,35,A2_0,5.5,5.33,10.83,0.17,1,2.13,3.38,2.78,2.33,3.5,3.25,2,2.25,2,2,2,2
W_KOR_177,KOR,207,N/A,206,N/A,N/A,F,22,2,N/A,N/A,English,Humanities,TOEIC,800 ,46,B2_0,5,6,11,-1,3,2.75,3.38,2.67,3.44,3.25,2.75,3.5,2.75,6,6,6,5
W_KOR_178,KOR,217,N/A,209,N/A,N/A,F,22,3,N/A,N/A,Education,Humanities,TOEIC,480 ,36,A2_0,4,5.33,9.33,-1.33,3,2.25,4.25,3.89,2.56,3.75,3.75,2.75,2.75,5,4,4,4
W_KOR_179,KOR,301,N/A,300,N/A,N/A,F,21,4,N/A,N/A,Military,Sciences & Technology,TOEIC,735 ,38,B1_2,5,5.17,10.17,-0.17,1,1.5,1.5,1.44,1.44,1.25,2,1.5,1.25,5,1,6,6
W_KOR_180,KOR,210,N/A,208,N/A,N/A,F,22,2,N/A,N/A,English,Humanities,N/A,N/A,43,B1_2,5,4.5,9.5,0.5,2.5,2.88,3,2.11,3.67,4,3,2.25,2.5,3,2,3,2
W_KOR_181,KOR,253,N/A,201,N/A,N/A,M,22,1,N/A,N/A,English,Humanities,N/A,N/A,43,B1_2,5.5,6,11.5,-0.5,3.5,4.75,4,4.67,3.89,4.75,4.75,4,4,5,4,5,3
W_KOR_182,KOR,202,N/A,201,N/A,N/A,F,21,2,N/A,N/A,English,Humanities,N/A,N/A,38,B1_2,3.17,3.83,7,-0.66,3.5,3.5,3.5,3.56,3.44,3,4,3,4,4,3,4,3
W_KOR_183,KOR,284,N/A,211,N/A,N/A,M,19,1,N/A,N/A,Policy,Social Sciences,N/A,N/A,41,B1_2,5.5,5.33,10.83,0.17,6,4.25,4.38,4.67,4.33,4.5,5,4.5,3.25,3,3,3,3
W_KOR_184,KOR,266,N/A,255,N/A,N/A,M,25,3,N/A,N/A,Business,Social Sciences,N/A,N/A,18,A2_0,4.17,3.33,7.5,0.84,2,3,4.63,3.44,3.78,2.25,4.5,3.5,5,5,2,2,5
W_KOR_185,KOR,202,N/A,201,N/A,N/A,F,20,1,N/A,N/A,English,Humanities,N/A,N/A,38,B1_2,4.5,5.33,9.83,-0.83,4,3.75,3.38,4.11,3.11,4,3.25,3.25,3.75,4,3,3,3
W_KOR_186,KOR,258,N/A,226,N/A,N/A,F,20,1,N/A,N/A,English,Humanities,N/A,N/A,43,B1_2,4.83,5.33,10.16,-0.5,1,3.88,4.5,4,3.67,4.5,4.5,4,3.75,4,2,2,2
W_KOR_187,KOR,205,N/A,213,N/A,N/A,F,20,1,N/A,N/A,English    ,Humanities,N/A,N/A,44,B1_2,4,4.67,8.67,-0.67,3.5,2.88,3.75,3.89,2.78,4,4,2.5,2.75,4,4,5,5
W_KOR_188,KOR,239,N/A,251,N/A,N/A,M,24,3,N/A,N/A,English,Humanities,TOEIC,660 ,43,B1_1,4.67,5.67,10.34,-1,4.5,4.25,5.63,5.11,4.67,5.25,6,4.25,4.25,5,6,4,5
W_KOR_189,KOR,232,N/A,217,N/A,N/A,M ,21,2,N/A,N/A,English,Humanities,N/A,N/A,43,B1_2,4.33,5.33,9.66,-1,5,5,4.75,4.89,4.89,5,4.75,5.5,4.25,5,5,5,5
W_KOR_190,KOR,228,N/A,235,N/A,N/A,F,22,3,N/A,N/A,English,Humanities,TOEIC,650 ,42,B1_1,4.67,5.33,10,-0.66,3.5,3.13,5,4.89,3.11,4.5,3.75,4,4,3,3,3,3
W_KOR_191,KOR,231,N/A,222,N/A,N/A,F,21,2,N/A,N/A,English,Humanities,N/A,N/A,41,B1_2,4.5,4.33,8.83,0.17,3.5,4,4.38,4.56,3.67,4.5,4.5,3.75,4,3,3,4,3
W_KOR_192,KOR,214,N/A,216,N/A,N/A,F,21,3,N/A,N/A,English,Humanities,N/A,N/A,45,B1_2,5.5,5.83,11.33,-0.33,3,4.25,5.5,4,5.33,5,5.25,4.5,4.75,4,3,4,2
W_KOR_193,KOR,212,N/A,205,N/A,N/A,M,23,4,N/A,N/A,English,Humanities,TOEIC,400 ,26,A2_0,5.67,4.5,10.17,1.17,1,3,2.75,2.78,2.56,5,3.25,1.25,2,1,4,4,3
W_KOR_194,KOR,232,N/A,290,N/A,N/A,M ,24,3,N/A,N/A,Trade,Social Sciences,TOEIC,450 ,23,A2_0,5.17,5.5,10.67,-0.33,4,4,4.13,5.11,3,4,4,4.25,4,4,4,4,4
W_KOR_195,KOR,229,N/A,265,N/A,N/A,F,24,4,N/A,N/A,Education,Humanities,N/A,N/A,20,A2_0,4.17,4.67,8.84,-0.5,2,2.63,2.63,2.78,2.33,2.5,3.25,2.25,2.5,2,2,1,1
W_KOR_196,KOR,209,N/A,209,N/A,N/A,M,24,3,N/A,N/A,Policy,Social Sciences,N/A,N/A,34,B1_1,4.83,4.5,9.33,0.33,3,3.88,3.13,3.33,3.56,3.5,3.5,3.5,3.5,4,4,4,4
W_KOR_197,KOR,212,N/A,200,N/A,N/A,F,20,1,N/A,N/A,English,Humanities,TOEIC,240 ,30,A2_0,4.83,5.17,10,-0.34,2,3,3.5,3.78,2.44,3.75,3.5,3,2.75,6,4,4,3
W_KOR_198,KOR,207,N/A,203,N/A,N/A,M,20,1,N/A,N/A,Trade,Social Sciences,N/A,N/A,18,A2_0,3.17,4.33,7.5,-1.16,4,3.88,3.88,4.33,3.44,3.25,3.75,4.5,4,2,4,3,3
W_KOR_199,KOR,214,N/A,202,N/A,N/A,F,22,3,N/A,N/A,Military,Sciences & Technology,N/A,N/A,40,B1_2,3.17,5,8.17,-1.83,3,3.25,4,4.56,2.56,3.75,3.75,3.75,3.25,3,3,3,3
W_KOR_200,KOR,204,N/A,258,N/A,N/A,F,21,3,N/A,N/A,Policy,Social Sciences,TOEIC,450 ,41,A2_0,4.83,5,9.83,-0.17,3.5,3.38,3.63,4.22,2.78,3,3.5,3.75,3.75,6,6,6,6
W_KOR_201,KOR,218,N/A,185,N/A,N/A,F,20,2,N/A,N/A,Military,Sciences & Technology,N/A,N/A,41,B1_2,5.5,5.33,10.83,0.17,6,4.25,4.38,4.67,4.33,4.5,5,4.5,3.25,3,3,3,3
W_KOR_202,KOR,221,N/A,264,N/A,N/A,M,24,3,N/A,N/A,Policy,Social Sciences,N/A,N/A,39,B1_2,3.67,6,9.67,-2.33,2.5,3.5,3.63,3.11,3.78,4,4.5,3.75,2,2,2,2,1
W_KOR_203,KOR,211,N/A,216,N/A,N/A,M,21,2,N/A,N/A,Military,Sciences & Technology,N/A,N/A,34,B1_1,5.67,5,10.67,0.67,4.5,4.75,4.63,5.11,4.22,4.75,5,4,5,5,4,3,3
W_KOR_204,KOR,229,N/A,274,N/A,N/A,F,22,3,N/A,N/A,Military,Sciences & Technology,TOEFL (iBT),96 ,37,B2_0,6,6,12,0,2.5,2.5,4,3.78,2.56,3.5,3.25,3,3.25,4,5,4,5
W_KOR_205,KOR,217,N/A,204,N/A,N/A,F,20,1,N/A,N/A,Chemistry,Sciences & Technology,TOEIC,715 ,45,B1_2,4,5,9,-1,3,2.38,2.25,2.78,2,2.5,2.25,2,2.5,4,3,3,2
W_KOR_206,KOR,212,N/A,211,N/A,N/A,F,21,1,N/A,N/A,Chemistry,Sciences & Technology,Cambridge,PET,38,B1_1,3.17,6,9.17,-2.83,5,4.63,2.88,4.33,3.44,3.75,4.75,3,3.5,6,6,5,5
W_KOR_207,KOR,186,N/A,184,N/A,N/A,F,24,4,N/A,N/A,English,Humanities,TOEIC,900 ,46,B2_0,6,6,12,0,3.5,5,5,5,4.67,5,5,5,5,4,4,2,5
W_KOR_208,KOR,218,N/A,216,N/A,N/A,F,19,1,N/A,N/A,Chemistry,Sciences & Technology,TOEIC,800 ,41,B2_0,3.83,4.67,8.5,-0.84,2.5,2.75,2.63,3.11,2.22,3,3,2.25,2.5,3,3,2,2
W_KOR_209,KOR,320,N/A,269,N/A,N/A,F,24,4,N/A,N/A,Business,Social Sciences,TOEIC,710 ,43,B1_2,3.67,5,8.67,-1.33,3,3.38,2.13,3.22,2.33,2.75,3,2.5,2.75,2,3,2,3
W_KOR_210,KOR,208,N/A,211,N/A,N/A,F,23,4,N/A,N/A,Education,Humanities,N/A,N/A,35,B1_1,4.33,5,9.33,-0.67,2,2,2.63,2.44,2.11,2.75,3,2,1.5,5,5,1,1
W_KOR_211,KOR,258,N/A,251,N/A,N/A,F,24,4,N/A,N/A,Law,Social Sciences,N/A,N/A,43,B1_2,4.17,4.5,8.67,-0.33,2,3.38,3.5,3.56,3,3.5,3.25,3.25,3.75,5,3,2,5
W_KOR_212,KOR,236,N/A,204,N/A,N/A,F,24,4,N/A,N/A,French,Humanities,TOEIC,910 ,38,B2_0,5.5,5.5,11,0,1,2.38,4.13,3.67,2.33,3.5,4.75,2.25,2.5,4,3,3,3
W_KOR_213,KOR,207,N/A,212,N/A,N/A,M,25,4,N/A,N/A,Education,Humanities,Cambridge,FCE,41,B2_0,4.83,5.33,10.16,-0.5,2,2.5,4.5,3.78,2.89,3.5,3.5,3.5,3.5,5,5,5,5
W_KOR_214,KOR,210,N/A,209,N/A,N/A,F,23,3,N/A,N/A,Education,Humanities,TOEIC,890 ,33,B2_0,4.83,5.17,10,-0.34,1.5,4.25,3.38,3.78,3.33,4.25,4.25,3.25,3.5,5,4,2,6
W_KOR_215,KOR,213,N/A,217,N/A,N/A,F,23,4,N/A,N/A,Public Service,Social Sciences,TOEIC,850 ,32,B2_0,4.17,5.5,9.67,-1.33,3,1.75,2.25,2.56,1.67,2.5,2.5,1.5,1.5,1,3,1,1
W_KOR_216,KOR,217,N/A,208,N/A,N/A,F,21,2,N/A,N/A,English,Humanities,TEPS,692 ,40,B2_0,5.33,5.33,10.66,0,2.5,3,3.5,3.33,3,4,5.25,1.75,2,6,6,6,5
W_KOR_217,KOR,250,N/A,205,N/A,N/A,F,23,4,N/A,N/A,Economics,Social Sciences,TOEIC,755 ,37,B1_2,5.33,5.17,10.5,0.16,1,2.88,4.38,3.33,3.33,4.25,4.75,2.5,3,6,6,3,5
W_KOR_218,KOR,268,N/A,250,N/A,N/A,F,20,2,N/A,N/A,English,Humanities,TOEFL (iBT),110 ,43,B2_0,4,3.83,7.83,0.17,6,6,2.75,4.33,4.78,4,5,4.5,4,6,1,2,4
W_KOR_219,KOR,201,N/A,200,N/A,N/A,F,22,1,N/A,N/A,Globalism,Social Sciences,TOEIC,955 ,43,B2_0,5.67,5.5,11.17,0.17,2,3.38,5.13,4.11,3.89,4.75,5,3.75,3.5,6,5,5,6
W_KOR_220,KOR,211,N/A,197,N/A,N/A,F,28,4,N/A,N/A,Education,Humanities,TOEIC,975 ,41,B2_0,4.67,4.17,8.84,0.5,1,1.38,2.25,2.44,1,1.75,2.5,1.5,1.5,4,1,3,5
W_KOR_221,KOR,303,N/A,216,N/A,N/A,F,21,4,N/A,N/A,Education,Humanities,TOEFL (iBT),100 ,36,B2_0,5.5,4.17,9.67,1.33,4,3.75,4.5,4.11,4.11,4,4.75,3.5,4.25,6,6,6,6
W_KOR_222,KOR,221,N/A,249,N/A,N/A,M,20,3,N/A,N/A,Education,Humanities,TOEIC,810 ,38,B2_0,3.5,5,8.5,-1.5,2.5,3.75,3.75,4.33,2.89,4.5,5.25,2.5,2.75,4,1,3,5
W_KOR_223,KOR,211,N/A,201,N/A,N/A,F,24,4,N/A,N/A,Education,Humanities,TOEFL (iBT),101 ,46,B2_0,5.17,4.5,9.67,0.67,1,1.88,5.63,3.33,3.56,4,3.75,3.5,3.75,4,2,4,4
W_KOR_224,KOR,214,N/A,216,N/A,N/A,M,25,3,N/A,N/A,English,Humanities,TOEIC,940 ,42,B2_0,3.67,4.67,8.34,-1,1,2.75,4.38,3.67,2.89,4.25,4.5,2.75,2.75,5,4,5,5
W_KOR_225,KOR,224,N/A,219,N/A,N/A,F,24,3,N/A,N/A,Education,Humanities,N/A,N/A,42,B1_2,4.17,5.17,9.34,-1,1.5,1.63,3.5,3.11,1.78,3,2.75,2.25,2.25,5,4,4,5
W_KOR_226,KOR,304,N/A,301,N/A,N/A,F,20,3,N/A,N/A,Education,Humanities,TOEFL (iBT),100 ,43,B2_0,6,4.83,10.83,1.17,4,4,4.13,4.89,3.22,4.5,4,4.5,3.25,6,6,6,6
W_KOR_227,KOR,205,N/A,186,N/A,N/A,F,26,4,N/A,N/A,Economics,Social Sciences,TEPS,735 ,30,B2_0,5.17,5.5,10.67,-0.33,3,3.75,2.88,3.22,3.33,4,4.25,2,3,4,3,3,4
W_KOR_228,KOR,249,N/A,230,N/A,N/A,F,20,2,N/A,N/A,English,Humanities,TOEFL (iBT),93 ,44,B2_0,3.17,4.67,7.84,-1.5,1.5,1.63,2.75,2.33,1.89,2,3.25,1.25,2.25,4,4,4,4
W_KOR_229,KOR,204,N/A,213,N/A,N/A,F,26,4,N/A,N/A,Design,Humanities,N/A,N/A,23,A2_0,3.5,3.33,6.83,0.17,2,2.13,2.38,2.67,1.78,2.75,2.5,1.75,2,1,1,1,1
W_KOR_230,KOR,256,N/A,207,N/A,N/A,F,20,1,N/A,N/A,Math,Sciences & Technology,N/A,N/A,38,B1_2,4.33,5.33,9.66,-1,3,4.25,5.25,4.78,4.33,4.75,5.25,4.5,4.5,5,5,5,5
W_KOR_231,KOR,289,N/A,219,N/A,N/A,M,28,4,N/A,N/A,Education,Humanities,TOEFL (iBT),96 ,44,B2_0,4.83,5.17,10,-0.34,1,1.5,2.75,2,2,2,3.75,1.5,1.25,2,1,2,1
W_KOR_232,KOR,266,N/A,247,N/A,N/A,F,21,3,N/A,N/A,English,Humanities,TOEFL (iBT),94 ,35,B2_0,5.17,4.17,9.34,1,1.5,3.13,3.88,3.56,3,3.25,5.5,1.75,3.5,1,3,2,3
W_KOR_233,KOR,304,N/A,290,N/A,N/A,F,22,2,N/A,N/A,English,Humanities,TOEFL (iBT),102 ,44,B2_0,5.17,4.5,9.67,0.67,2,2.38,3.75,3,2.89,3.5,3.75,2.25,2.75,5,4,5,6
W_KOR_234,KOR,259,N/A,205,N/A,N/A,F,22,3,N/A,N/A,Education,Humanities,TOEIC,850 ,41,B2_0,5.17,4.5,9.67,0.67,1,3.5,3.5,3.22,3.22,3.5,4.75,3.5,2.25,4,2,5,4
W_KOR_235,KOR,303,N/A,226,N/A,N/A,F,24,3,N/A,N/A,English,Humanities,TOEIC,985 ,45,B2_0,5.33,4,9.33,1.33,3,3.75,4,3.67,3.89,3.75,4,4,3.75,4,4,4,4
W_KOR_236,KOR,214,N/A,206,N/A,N/A,F,22,1,N/A,N/A,Linguistics,Humanities,N/A,N/A,31,B1_1,5,4.67,9.67,0.33,4,3.63,4.13,3.67,4.11,4.75,4.5,3,3.25,6,2,6,4
W_KOR_237,KOR,212,N/A,239,N/A,N/A,M,23,2,N/A,N/A,Public Service,Social Sciences,TOEIC,785 ,37,B2_0,4,5.17,9.17,-1.17,3,3,4,3.44,3.44,3.5,3.5,3.5,3.5,4,4,4,4
W_KOR_238,KOR,209,N/A,187,N/A,N/A,F,20,2,N/A,N/A,English,Humanities,TOEIC,860 ,35,B2_0,6,3.5,9.5,2.5,1.5,2.38,4,3.56,2.44,3,4.75,2.5,2.5,3,2,3,3
W_KOR_239,KOR,212,N/A,219,N/A,N/A,F,20,3,N/A,N/A,German,Humanities,TOEIC,840 ,42,B2_0,3.5,5.5,9,-2,1,1.5,2.63,2.67,1.22,2,3.5,1.25,1.5,3,4,2,4
W_KOR_240,KOR,239,N/A,230,N/A,N/A,f,24,4,N/A,N/A,Education,Humanities,TOEIC,880 ,40,B2_0,5.33,5.83,11.16,-0.5,2,2.13,4.63,3.22,3.22,3.5,4.25,3,2.75,5,5,6,6
W_KOR_241,KOR,215,N/A,237,N/A,N/A,F,20,1,N/A,N/A,Media,Social Sciences,N/A,N/A,33,B1_1,4.33,3.17,7.5,1.16,4,4,3.38,3.33,4.11,3.5,3.75,3.5,4,5,4,5,5
W_KOR_242,KOR,207,N/A,227,N/A,N/A,F,20,2,N/A,N/A,Economics,Social Sciences,TOEFL (iBT),80 ,34,B1_2,4.5,5.17,9.67,-0.67,3,3.75,4.38,3.67,4.22,4.75,5.5,2.75,3.25,4,4,5,5
W_KOR_243,KOR,209,N/A,182,N/A,N/A,M,23,3,N/A,N/A,Education,Humanities,TOEIC,780 ,37,B1_2,4.5,5.33,9.83,-0.83,2,2.13,4,3.67,2.22,3.75,3.5,2.25,2.75,2,2,2,3
W_KOR_244,KOR,284,N/A,216,N/A,N/A,F,21,4,N/A,N/A,English,Humanities,TOEIC,970 ,44,B2_0,4.33,5.17,9.5,-0.84,1,6,3.25,4.33,4.11,4.75,4.75,4.5,4.5,6,6,6,6
W_KOR_245,KOR,303,N/A,242,N/A,N/A,M,21,3,N/A,N/A,English,Humanities,TEPS,857 ,44,B2_0,4.83,5.5,10.33,-0.67,2,2.25,2.63,2.56,2.22,3,3,1.75,2,3,3,3,4
W_KOR_246,KOR,260,N/A,233,N/A,N/A,M,23,3,N/A,N/A,Math,Sciences & Technology,TEPS,650 ,36,B2_0,5.17,4,9.17,1.17,3,1.75,3.25,2.89,2.22,3,3.5,1.5,2,1,3,3,3
W_KOR_247,KOR,214,N/A,235,N/A,N/A,M,22,2,N/A,N/A,English,Humanities,TEPS,877 ,43,B2_0,4.5,4.67,9.17,-0.17,1,2.13,2.13,2.78,1.22,2.25,2.75,1.75,1.75,3,2,3,3
W_KOR_248,KOR,289,N/A,321,N/A,N/A,M,22,2,N/A,N/A,Education,Humanities,N/A,N/A,37,B1_2,5,5.33,10.33,-0.33,3,3.88,4,3.78,3.89,3.75,5,2.25,4.75,4,4,4,4
W_KOR_249,KOR,262,N/A,244,N/A,N/A,F,24,5,N/A,N/A,Education,Humanities,TOEIC,655 ,39,B1_1,5.67,4.83,10.5,0.84,1,2.38,5,3.67,3.11,3.5,5,2.5,3.75,2,5,3,5
W_KOR_250,KOR,293,N/A,259,N/A,N/A,M,22,2,N/A,N/A,English,Humanities,TEPS,911 ,45,B2_0,5.17,3,8.17,2.17,1,2.88,3.5,3.56,2.33,2.75,5.25,1.75,3,4,4,3,4
